"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de dados do perfil financeiro das estatais"",""8554"",""Eduardo Seixas"","""",""CONTRIB/CONT/CONEM/PEPS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Ficha de cadastro da pesquisa anual de serviços"",""8557"",""Eduardo Seixas"","""",""CONTRIB/CONT/CONEM/PEPS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de abertura de inventário contábil de estoques físicos de materiais"",""8597"",""Josane de Santana Correia"","""",""CONTRIB/CONT/CRG/CCEM"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de orientação de voto sobre demonstrações financeiras"",""8612"",""Eduardo Seixas"","""",""CONTRIB/CONT/CONEM/PEPS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de análise financeira de termos contratuais"",""8617"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de controle de saldo de pendência contábil das contas da folha de pagamento"",""8625"",""Claudia Maria Santos da Silva"","""",""CONTRIB/CONT/CONGER/ACFP"; CONTRIB/CONT/CONGER;" CONTRIB/CONT/CONGER/ACR"","" """;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de reanálise financeira de contrato"",""8626"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de conferência de dados e análise para identificação de derivativos embutidos em contratos"",""8630"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de solicitação de informações de bens dados em garantia judicial"",""8633"",""Kleber Silva de Araujo"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de análise de bens dados em garantia judicial"",""8636"",""Kleber Silva de Araujo"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Registro da situação de bens dados em garantia judicial"",""8646"",""Kleber Silva de Araujo"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Mensagem de solicitação de informações contábeis sobre ativos para sala de dados virtual"",""8648"",""Cristovão Moreira Freitas Junior"","""",""CONTRIB/ACT/ADPER"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Solicitação de informações contábeis consolidadas sobre ativos para sala de dados virtual"",""8651"",""Cristovão Moreira Freitas Junior"","""",""CONTRIB/ACT/ADPER"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Lista de solicitação de informações contábeis sobre ativo para sala de dados virtual"",""8657"",""Cristovão Moreira Freitas Junior"","""",""CONTRIB/ACT/ADPER"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Informação para consolidação de empresas investidas"",""8658"",""Eduardo Seixas"","""",""CONTRIB/CONT/CONEM/PEPS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Recibo de entrega de escrituração contábil digital"",""8663"",""Eduardo Seixas"","""",""CONTRIB/CONT/CONEM/PEPS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de remuneração da administração"",""8665"",""Claudia Maria Santos da Silva"","""",""CONTRIB/CONT/CONGER/ACFP"; CONTRIB/CONT/CONGER;" CONTRIB/CONT/CONGER/ACR"","" """;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Padrão para realização de inventário de material nos estoques"",""8678"",""Josane de Santana Correia"","""",""CONTRIB/CONT/CRG/CCEM"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de encerramento do inventário contábil de estoques de materiais"",""8679"",""Josane de Santana Correia"","""",""CONTRIB/CONT/CRG/CCEM"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Lista de indicação de clientes para a pesquisa net promoter score relacional"",""8680"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de pesquisa do net promoter score relacional"",""8681"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de dados coletados na pesquisa net promoter score relacional"",""8682"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Mensagem de pesquisa net promoter score relacional"",""8683"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de relação dos respondentes da pesquisa net promoter score relacional"",""8684"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de acompanhamento da realização orçamentária"",""8686"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de análise de variação orçamentária no painel de gastos"",""8687"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de controle de horas extras"",""8688"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de cálculo de projeção de realização orçamentária"",""8691"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relação de projeção e variação orçamentária"",""8692"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de divulgação da avaliação de indicadores e resultados, relativos ao crédito presumido do imposto sobre circulação de mercadorias e serviços."",""8710"",""André Luis Moreira Franco"","""",""CONTRIB/ACT";" CONTRIB/ACT/RGN/PROJ"","" """;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de avaliação de indicadores e resultados, relativos ao crédito presumido do imposto sobre circulação de mercadorias e serviços"",""8719"",""André Luis Moreira Franco"","""",""CONTRIB/ACT";" CONTRIB/ACT/RGN/PROJ"","" """;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de solicitação de orientação tributária sobre a movimentação de bens"",""8721"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de verificação da vida útil dos imobilizados"",""8727"",""Kleber Silva de Araujo"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de assessoria tributária sobre a movimentação de bens"",""8737"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de análise de despesa de vendas"",""8746"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de solicitação de análise sobre negociação com fornecedores"",""8748"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de análise de variância de despesa de vendas"",""8753"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de detalhamento de custo dos produtos vendidos"",""8755"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de dados dos custos de derivados vendidos"",""8757"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de lançamento de partidas individuais de registros contábeis de despesas"",""8759"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de estimativa da despesa atuarial acumulada"",""8768"",""Vanessa Athayde Ribeiro Ramos"","""",""CONTRIB/CONT/CONGER/ACFP"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de assessoria tributária sobre negociação com fornecedores"",""8773"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de movimentação de passivo atuarial"",""8776"",""Vanessa Athayde Ribeiro Ramos"","""",""CONTRIB/CONT/CONGER/ACFP"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de análise de bens cedidos em comodato"",""8783"",""Carlos Antonio Oliveira da Silva"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de validação de saldos de contas de ajuste de estoque"",""8787"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de lançamento de registros contábeis de custeio de produção"",""8789"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Balancete de comparação de saldos e variações das contas de estoque de produtos e serviços vendidos"",""8790"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de validação de custeio e estoques dos insumos e produtos"",""8795"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de validação de variações contábeis do estoque de produtos"",""8801"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de cadastro de preços de referência"",""8805"",""Aldemir Rodrigues Junior"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de correção do preço de referência"",""8806"",""Aldemir Rodrigues Junior"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de validação do preço de referência de produtos vendidos"",""8819"",""Aldemir Rodrigues Junior"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de assessoria sobre impactos tributários de pagamento de dividendos"",""8826"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de análise de variação do custo fiscal"",""8828"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de assessoramento sobre assuntos tributários"",""8848"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de avaliação de teste de recuperabilidade de créditos de tributos"",""8849"",""André Luis Moreira Franco"","""",""CONTRIB/ACT";" CONTRIB/ACT/RGN/PROJ"","" """;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Comunicado de aprovação do relatório atualizado do inventário de projetos de investimento"",""8850"",""Carlos Antonio Oliveira da Silva"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de reclassificação contábil de gastos"",""8861"",""Marcia Damas Martins"","""",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de avaliação sobre aproveitamento de crédito de imposto sobre circulação de mercadorias e serviços em projeto de patrocínio"",""8863"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de análise tributária sobre aproveitamento de crédito do imposto sobre circulação de mercadorias e serviços em projeto de patrocínio"",""8864"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de avaliação de repetição de indébito para imposto sobre circulação de mercadorias e serviços"",""8868"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Parecer de orientação sobre o processo de repetição de indébito para imposto sobre circulação de mercadorias e serviços"",""8870"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de assessoria tributária para aquisição de bens"",""8873"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de avaliação tributária de cenários para aquisição de equipamentos de proteção individual"",""8874"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de apresentação de cenários de tributação para aquisição de equipamentos de proteção individual"",""8877"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Parecer de análise tributária para aquisição de bens"",""8879"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de esclarecimento sobre base de cálculo de impostos nas remessas para o exterior"",""8882"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de gestão e monitoramento de riscos tributários potenciais e autos de infração"",""8883"",""Alexandre Souza Torres"","""",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de cálculo de tributos nas remessas para o exterior"",""8886"",""Fernanda de Oliveira Ferreira Kling"","""",""CONTRIB/ACT/CFBS/ACF"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de solicitação de extensão e parametrização tributária sobre a venda de serviços"",""8887"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de evidências das parametrizações tributárias para venda de serviços"",""8888"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de dados de encerramento técnico das ordens de produção"",""8889"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de verificação do saldo de estoque de produtos"",""8892"",""Edson dos Santos Barbosa"","""",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de solicitação sobre indicativo de desvalorização dos edifícios"",""8899"",""Carlos Antonio Oliveira da Silva"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de indicação de desvalorização dos edifícios"",""8900"",""Carlos Antonio Oliveira da Silva"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de registro de autos de infração para simulador de garantias federais, estaduais e municipais"",""8910"",""Alexandre Souza Torres"","""",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de solicitação de provisão contábil de gastos"",""8914"",""Marcia Damas Martins"","""",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Parecer de adequação à metodologia de risco tributário potencial"",""8921"",""Alexandre Souza Torres"","""",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Demonstrativo de cobrança de overhead"",""8932"",""Elisabete Penha Maia"","""",""CONTRIB/CONT/CONEM/EPP"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de análise da matriz de riscos tributários potenciais"",""8935"",""Alexandre Souza Torres"","""",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de manutenção do cadastro de bens imóveis"",""8949"",""Carlos Antonio Oliveira da Silva"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Tabela de ajuste da tributação automática de faturas de serviços"",""8959"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de parametrização tributária de pedidos de compras"",""8962"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de evidências das parametrizações tributárias para pedidos de compras"",""8964"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de evidências das parametrizações da tributação automática de faturas de serviços"",""8971"",""Janaína Tannus de Oliveira Bedran"","""",""CONTRIB/ACT/CFBS/ABS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de análise de pedidos de compra"",""8974"",""Elza Mary Oliveira da Rocha"","""",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Mensagem de solicitação de registro das variações dos saldos das contas contábeis de estoque de materiais e suprimentos"",""8979"",""Josane de Santana Correia"","""",""CONTRIB/CONT/CRG/CCEM"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de melhorias no sistema de avaliação tributária"",""8982"",""Alexandre Souza Torres"","""",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de monitoramento das reversões dos contratos de normas contábeis internacionais"",""8990"",""Elza Mary Oliveira da Rocha"","""",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Notificação de resposta sobre atendimento de solicitação de baixa contábil de projeto de investimento"",""8991"",""Carlos Antonio Oliveira da Silva"","""",""CONTRIB/CONT/GEPAT/IPC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de apuração dos indicadores de resultados sobre a resolução das não conformidades dos planos de ação da auditoria interna"",""8996"",""Vera Lucia Futerko"","""",""CONTRIB/ADM"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Demonstrativo de análise de variância do estoque de materiais"",""9002"",""Josane de Santana Correia"","""",""CONTRIB/CONT/CRG/CCEM"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Demonstrativo de validação das variações no estoque de materiais e suprimentos"",""9008"",""Josane de Santana Correia"","""",""CONTRIB/CONT/CRG/CCEM"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de separação de gastos de produção dos campos para fins de litígio"",""9013"",""Elza Mary Oliveira da Rocha"","""",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de levantamento de gastos de OPEX"",""9020"",""Elza Mary Oliveira da Rocha"","""",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Matriz de riscos dos perfis de acesso aos sistemas"",""9022"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de levantamento de gastos para preço de transferência"",""9024"",""Elza Mary Oliveira da Rocha"","""",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Memória de cálculo de riscos dos perfis de acesso aos sistemas"",""9025"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de formalização da matriz de riscos dos perfis de acesso aos sistemas"",""9027"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de acompanhamento de gastos"",""9032"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de planejamento do Plano Anual de Negócios das áreas contábil e tributária"",""9034"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Mapa de consolidação das notas explicativas de benefício pós-emprego"",""9036"",""Vanessa Athayde Ribeiro Ramos"","""",""CONTRIB/CONT/CONGER/ACFP"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Memória de cálculo de planejamento dos gastos com depreciação"",""9037"",""Jowal Garcia Pires"","""",""CONTRIB/EDP/DOP"; CONTRIB/EDP/DMPA; CONTRIB/EDP/ICT; CONTRIB/EDP/ETT;" CONTRIB/EDP/TSC"","" """;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de análise da variação de gastos com pessoal"",""9038"",""Dario Fontoura Braz"","""",""CONTRIB/CONT/CONGER/ACFP"","" """;;;;;;;;;;;;;;;;;;;;;;;
